Student_ID,Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,Stress_Level,Total_Productivity_Hours
1247,5.40,1.00,8.30,5.30,4.00,3.27,Low,15.70
1248,5.90,3.20,9.80,1.40,3.70,2.71,Low,14.20
1249,7.50,0.30,7.80,3.00,5.40,3.09,Moderate,16.20
1250,6.70,2.10,7.90,0.10,7.20,2.78,Moderate,16.10
1251,8.80,2.90,6.80,0.30,5.20,3.17,High,17.20
1252,5.90,2.30,5.80,2.10,7.90,2.66,High,18.20
1253,8.50,2.20,6.90,2.50,3.90,3.25,High,17.10
1254,5.40,3.50,5.40,4.20,5.50,2.81,High,18.60
1255,9.60,1.10,6.90,3.40,3.00,3.37,High,17.10
1256,8.30,1.60,7.40,0.30,6.40,3.29,High,16.60
1257,6.00,3.20,7.30,1.80,5.70,3.11,Moderate,16.70
1258,8.70,1.10,5.60,1.50,7.10,3.24,High,18.40
1259,9.60,2.30,7.70,2.60,1.80,3.67,High,16.30
1260,7.60,0.50,5.60,3.20,7.10,3.04,High,18.40
1261,9.70,1.20,9.30,2.90,0.90,3.51,High,14.70
1262,6.00,1.50,7.50,4.40,4.60,2.80,Moderate,16.50
1263,5.60,1.60,7.40,3.20,6.20,2.75,Low,16.60
1264,9.00,2.80,7.80,3.10,1.30,3.43,High,16.20
1265,7.10,0.60,8.30,3.10,4.90,2.79,Moderate,15.70
1266,9.50,2.30,5.40,2.70,4.10,3.67,High,18.60
1267,8.80,3.20,7.50,4.00,0.50,3.20,High,16.50
1268,9.50,3.60,8.40,2.10,0.40,3.11,High,15.60
1269,5.40,3.50,6.60,1.10,7.40,2.72,Low,17.40
1270,6.30,1.30,5.70,1.80,8.90,2.65,High,18.30
1271,7.90,1.80,6.70,4.50,3.10,3.24,Moderate,17.30
1272,6.70,3.00,5.80,0.80,7.70,3.09,High,18.20
1273,6.70,3.20,6.20,0.40,7.50,2.74,Moderate,17.80
1274,7.80,2.10,8.30,1.40,4.40,3.31,Moderate,15.70
1275,9.30,1.20,8.50,0.10,4.90,3.10,High,15.50
1276,7.70,0.30,9.00,1.30,5.70,2.90,Moderate,15.00
1277,8.40,3.20,7.80,3.40,1.20,3.02,High,16.20
1278,9.00,1.20,7.90,4.40,1.50,3.62,High,16.10
1279,6.90,1.20,7.30,4.90,3.70,3.05,Moderate,16.70
1280,8.30,3.60,5.50,1.40,5.20,3.40,High,18.50
1281,8.50,3.30,9.30,1.20,1.70,3.25,High,14.70
1282,6.20,1.20,8.90,0.50,7.20,2.76,Moderate,15.10
1283,9.10,1.70,8.00,0.50,4.70,3.23,High,16.00
1284,9.80,3.20,7.30,0.80,2.90,3.42,High,16.70
1285,9.70,1.40,5.80,3.40,3.70,3.67,High,18.20
1286,7.40,4.00,8.40,0.30,3.90,3.15,Moderate,15.60
1287,10.00,1.60,6.40,3.30,2.70,3.39,High,17.60
1288,5.00,1.80,9.20,3.40,4.60,2.70,Low,14.80
1289,10.00,1.10,6.40,1.00,5.50,3.40,High,17.60
1290,9.00,3.60,9.90,0.30,1.20,3.19,High,14.10
1291,9.40,1.30,5.60,5.20,2.50,3.20,High,18.40
1292,7.10,1.10,8.70,2.70,4.40,3.15,Moderate,15.30
1293,9.90,0.20,6.80,2.90,4.20,3.09,High,17.20
1294,8.60,3.50,9.70,1.80,0.40,3.30,High,14.30
1295,9.30,2.20,9.10,1.00,2.40,3.07,High,14.90
1296,7.30,1.10,9.80,1.80,4.00,2.91,Moderate,14.20
1297,5.50,2.10,5.30,0.70,10.40,2.79,High,18.70
1298,7.20,3.20,8.70,2.10,2.80,2.78,Moderate,15.30
1299,6.70,1.30,8.90,0.30,6.80,2.79,Moderate,15.10
1300,6.20,3.70,9.30,3.40,1.40,2.92,Moderate,14.70
1301,7.40,2.10,9.90,4.40,0.20,3.23,Moderate,14.10
1302,6.00,0.90,8.40,2.40,6.30,2.79,Moderate,15.60
1303,9.70,0.40,7.60,5.50,0.80,3.73,High,16.40
1304,5.80,3.90,9.60,0.80,3.90,2.57,Low,14.40
1305,5.60,0.30,9.50,1.20,7.40,2.57,Low,14.50
1306,8.00,0.30,6.10,5.60,4.00,2.76,Moderate,17.90
1307,9.50,3.10,5.10,2.00,4.30,3.14,High,18.90
1308,9.50,2.50,5.40,5.50,1.10,3.59,High,18.60
1309,9.80,0.30,7.70,1.80,4.40,3.23,High,16.30
1310,7.90,3.80,7.50,0.40,4.40,3.11,Moderate,16.50
1311,8.10,1.40,9.30,2.30,2.90,3.11,High,14.70
1312,8.80,1.10,8.80,1.10,4.20,3.22,High,15.20
1313,6.60,1.90,9.70,5.40,0.40,2.88,Moderate,14.30
1314,5.70,2.00,7.30,5.40,3.60,2.62,Low,16.70
1315,9.70,1.50,7.50,4.80,0.50,3.30,High,16.50
1316,6.10,0.80,5.20,3.90,8.00,2.56,High,18.80
1317,6.30,0.20,6.20,4.80,6.50,2.93,Moderate,17.80
1318,7.10,3.90,6.00,1.30,5.70,3.30,Moderate,18.00
1319,6.50,0.70,6.90,5.50,4.40,2.71,Moderate,17.10
1320,9.70,0.20,6.10,3.40,4.60,3.81,High,17.90
1321,8.10,0.20,7.00,3.90,4.80,3.41,High,17.00
1322,6.60,0.40,7.10,0.80,9.10,3.27,Moderate,16.90
1323,9.70,1.90,6.60,4.40,1.40,3.06,High,17.40
1324,9.10,3.50,8.40,0.10,2.90,3.36,High,15.60
1325,7.80,3.10,5.70,1.40,6.00,3.14,High,18.30
1326,7.20,0.00,9.10,2.20,5.50,3.41,Moderate,14.90
1327,7.70,2.70,8.50,4.90,0.20,2.68,Moderate,15.50
1328,9.80,2.60,6.50,0.60,4.50,3.62,High,17.50
1329,9.20,1.40,8.30,2.40,2.70,3.47,High,15.70
1330,5.30,1.70,7.70,2.60,6.70,2.54,Low,16.30
1331,8.70,3.30,8.90,0.10,3.00,3.34,High,15.10
1332,9.70,3.30,9.20,0.50,1.30,3.18,High,14.80
1333,7.10,1.90,5.80,0.20,9.00,3.02,High,18.20
1334,9.60,2.30,8.30,3.50,0.30,3.41,High,15.70
1335,6.70,2.50,5.20,1.10,8.50,3.11,High,18.80
1336,6.80,1.50,7.70,0.00,8.00,3.15,Moderate,16.30
1337,6.20,0.80,6.30,4.80,5.90,2.76,Moderate,17.70
1338,7.50,3.50,6.20,0.50,6.30,3.00,Moderate,17.80
1339,6.80,3.00,7.80,4.90,1.50,2.99,Moderate,16.20
1340,5.20,3.90,6.90,0.90,7.10,3.28,Low,17.10
1341,8.30,1.10,7.90,3.50,3.20,3.49,High,16.10
1342,6.30,1.80,7.70,4.00,4.20,2.91,Moderate,16.30
1343,8.90,1.60,8.20,0.80,4.50,3.30,High,15.80
1344,8.60,0.10,6.00,2.90,6.40,3.42,High,18.00
1345,9.40,2.10,9.60,1.40,1.50,3.20,High,14.40
1346,9.00,1.00,9.50,4.10,0.40,3.34,High,14.50
1347,9.70,2.10,8.40,3.00,0.80,3.51,High,15.60
1348,5.20,2.00,5.80,1.10,9.90,2.58,High,18.20
1349,6.80,1.70,8.10,0.40,7.00,2.75,Moderate,15.90
1350,7.90,2.50,7.80,4.30,1.50,3.19,Moderate,16.20
1351,6.70,3.10,7.20,2.90,4.10,3.24,Moderate,16.80
1352,6.50,0.30,5.50,5.50,6.20,3.28,High,18.50
1353,8.40,0.50,6.80,3.60,4.70,3.34,High,17.20
1354,5.00,0.80,9.80,3.70,4.70,2.69,Low,14.20
1355,6.30,0.30,5.10,1.50,10.80,2.90,High,18.90
1356,8.60,3.70,7.00,0.90,3.80,3.48,High,17.00
1357,7.60,3.60,9.00,0.30,3.50,3.27,Moderate,15.00
1358,9.50,0.50,7.70,5.30,1.00,3.78,High,16.30
1359,7.10,1.90,5.40,1.70,7.90,3.14,High,18.60
1360,6.40,1.80,8.40,1.00,6.40,2.93,Moderate,15.60
1361,7.40,3.00,9.30,2.70,1.60,2.95,Moderate,14.70
1362,9.70,0.50,8.90,1.30,3.60,3.53,High,15.10
1363,9.70,2.90,8.80,0.60,2.00,3.87,High,15.20
1364,8.80,0.40,9.80,4.50,0.50,3.12,High,14.20
1365,6.40,3.30,7.60,2.80,3.90,3.11,Moderate,16.40
1366,8.60,1.60,8.10,4.00,1.70,2.94,High,15.90
1367,8.60,0.20,9.30,2.70,3.20,3.11,High,14.70
1368,7.40,3.50,6.90,4.50,1.70,2.95,Moderate,17.10
1369,5.50,1.90,10.00,4.60,2.00,2.83,Low,14.00
1370,6.20,1.60,8.90,4.60,2.70,2.63,Moderate,15.10
1371,6.10,3.70,8.00,2.30,3.90,3.41,Moderate,16.00
1372,7.80,1.90,7.50,1.10,5.70,3.18,Moderate,16.50
1373,9.10,2.20,5.70,4.60,2.40,3.17,High,18.30
1374,7.60,0.50,9.70,1.10,5.10,3.07,Moderate,14.30
1375,6.30,1.60,6.90,4.80,4.40,2.69,Moderate,17.10
1376,6.30,2.00,5.70,3.70,6.30,2.91,High,18.30
1377,7.80,2.90,9.70,3.30,0.30,3.09,Moderate,14.30
1378,9.50,3.90,9.30,0.10,1.20,3.28,High,14.70
1379,9.70,1.70,5.00,2.70,4.90,3.47,High,19.00
1380,6.70,1.90,8.10,5.20,2.10,2.88,Moderate,15.90
1381,8.30,1.70,9.10,4.40,0.50,3.26,High,14.90
1382,6.40,0.20,8.30,5.20,3.90,2.75,Moderate,15.70
1383,5.80,3.20,9.30,5.20,0.50,2.96,Low,14.70
1384,6.60,2.20,5.30,0.30,9.60,2.94,High,18.70
1385,8.60,1.80,6.30,1.10,6.20,3.20,High,17.70
1386,7.40,1.40,6.60,5.80,2.80,2.87,Moderate,17.40
1387,8.20,0.10,7.20,5.30,3.20,3.12,High,16.80
1388,8.80,2.40,7.90,0.30,4.60,3.26,High,16.10
1389,5.70,2.50,6.00,3.00,6.80,2.50,Low,18.00
1390,9.70,3.40,8.60,0.20,2.10,3.53,High,15.40
1391,5.50,2.00,5.80,5.90,4.80,2.82,High,18.20
1392,6.80,2.60,5.60,2.60,6.40,2.77,High,18.40
1393,6.40,3.60,5.20,5.50,3.30,2.86,High,18.80
1394,8.90,0.10,9.80,2.70,2.50,3.51,High,14.20
1395,6.50,1.50,5.30,5.90,4.80,3.00,High,18.70
1396,7.20,3.80,6.20,3.20,3.60,3.02,Moderate,17.80
1397,7.40,2.80,5.30,1.20,7.30,3.25,High,18.70
1398,5.90,2.30,6.10,5.20,4.50,2.72,Low,17.90
1399,9.70,2.10,6.80,1.30,4.10,3.55,High,17.20
1400,9.70,1.60,8.50,2.10,2.10,3.87,High,15.50
1401,7.60,1.10,7.30,2.80,5.20,3.20,Moderate,16.70
1402,6.60,0.20,7.50,3.30,6.40,3.02,Moderate,16.50
1403,5.80,3.00,9.90,5.00,0.30,2.93,Low,14.10
1404,8.50,1.80,7.70,5.10,0.90,3.23,High,16.30
1405,7.40,1.50,7.50,3.50,4.10,3.33,Moderate,16.50
1406,5.50,2.40,5.60,0.50,10.00,3.11,High,18.40
1407,7.60,1.60,7.90,0.50,6.40,2.89,Moderate,16.10
1408,9.90,2.20,8.40,1.10,2.40,3.43,High,15.60
1409,5.50,3.90,6.40,2.50,5.70,2.80,Low,17.60
1410,9.10,2.10,6.40,0.40,6.00,3.37,High,17.60
1411,5.80,3.60,8.40,1.50,4.70,2.91,Low,15.60
1412,7.90,1.60,6.80,1.30,6.40,3.10,Moderate,17.20
1413,8.30,3.90,5.90,3.50,2.40,2.95,High,18.10
1414,6.30,3.30,7.40,3.30,3.70,2.52,Moderate,16.60
1415,6.50,0.70,5.40,4.30,7.10,3.10,High,18.60
1416,7.00,1.70,7.30,2.20,5.80,2.85,Moderate,16.70
1417,5.50,1.20,8.30,4.00,5.00,2.76,Low,15.70
1418,6.00,0.80,5.10,5.40,6.70,2.54,High,18.90
1419,6.10,0.90,6.40,0.80,9.80,2.79,Moderate,17.60
1420,5.70,2.60,6.70,4.20,4.80,2.90,Low,17.30
1421,7.80,1.00,8.30,0.70,6.20,2.69,Moderate,15.70
1422,6.30,2.40,9.40,5.90,0.00,3.22,Moderate,14.60
1423,8.00,1.60,6.10,1.50,6.80,2.75,Moderate,17.90
1424,9.60,1.50,6.90,2.30,3.70,3.37,High,17.10
1425,9.20,2.60,8.10,1.40,2.70,3.39,High,15.90
1426,7.00,2.00,8.30,0.10,6.60,3.27,Moderate,15.70
1427,9.40,1.80,6.70,0.80,5.30,3.37,High,17.30
1428,7.00,2.70,7.10,5.80,1.40,2.47,Moderate,16.90
1429,8.00,3.20,5.50,2.40,4.90,3.36,High,18.50
1430,9.30,0.30,5.40,5.10,3.90,3.02,High,18.60
1431,6.10,2.70,7.70,5.00,2.50,3.04,Moderate,16.30
1432,7.10,1.30,8.00,5.60,2.00,3.08,Moderate,16.00
1433,9.20,4.00,5.10,0.60,5.10,3.62,High,18.90
1434,6.40,1.00,8.90,0.30,7.40,3.04,Moderate,15.10
1435,6.80,2.00,7.80,4.40,3.00,3.27,Moderate,16.20
1436,7.90,2.20,8.20,1.50,4.20,2.87,Moderate,15.80
1437,5.40,0.50,6.10,3.00,9.00,2.91,Low,17.90
1438,8.90,1.40,7.00,2.40,4.30,3.50,High,17.00
1439,6.00,0.20,8.00,5.90,3.90,2.76,Moderate,16.00
1440,9.10,2.80,9.70,1.00,1.40,3.53,High,14.30
1441,8.30,1.90,8.20,2.50,3.10,3.25,High,15.80
1442,7.60,3.20,8.70,3.00,1.50,2.86,Moderate,15.30
1443,5.60,2.90,7.50,5.40,2.60,2.98,Low,16.50
1444,5.70,3.00,5.00,1.00,9.30,2.42,High,19.00
1445,7.90,2.90,9.60,2.50,1.10,2.99,Moderate,14.40
1446,5.00,0.50,7.70,4.10,6.70,3.07,Low,16.30
1447,7.10,2.90,7.60,0.40,6.00,3.15,Moderate,16.40
1448,8.60,3.60,5.60,5.90,0.30,3.21,High,18.40
1449,6.00,0.00,10.00,1.70,6.30,2.70,Moderate,14.00
1450,7.90,3.60,6.60,4.00,1.90,3.29,Moderate,17.40
1451,5.90,2.50,6.70,1.30,7.60,2.70,Low,17.30
1452,9.50,1.60,6.20,2.70,4.00,3.32,High,17.80
1453,6.60,3.00,9.90,2.00,2.50,3.03,Moderate,14.10
1454,5.80,2.80,7.60,3.90,3.90,3.09,Low,16.40
1455,9.40,1.80,9.50,2.50,0.80,3.91,High,14.50
1456,6.60,3.90,8.30,0.20,5.00,2.93,Moderate,15.70
1457,6.60,2.50,5.30,0.10,9.50,2.60,High,18.70
1458,7.20,1.10,5.80,4.10,5.80,2.96,High,18.20
1459,7.60,0.80,6.60,3.60,5.40,3.30,Moderate,17.40
1460,8.60,2.70,7.40,3.40,1.90,3.45,High,16.60
1461,5.20,2.50,8.90,3.00,4.40,2.51,Low,15.10
1462,8.20,2.80,9.40,1.20,2.40,3.06,High,14.60
1463,8.80,2.20,9.40,1.90,1.70,3.85,High,14.60
1464,8.70,3.90,5.40,0.30,5.70,3.42,High,18.60
1465,9.70,2.10,8.10,2.00,2.10,3.49,High,15.90
1466,8.70,1.20,6.50,5.00,2.60,3.25,High,17.50
1467,5.40,3.50,6.30,3.60,5.20,2.85,Low,17.70
1468,7.10,2.80,6.70,1.70,5.70,3.16,Moderate,17.30
1469,10.00,3.00,8.20,1.00,1.80,3.81,High,15.80
1470,7.70,3.40,5.20,2.20,5.50,3.22,High,18.80
1471,6.20,1.80,5.40,5.70,4.90,2.98,High,18.60
1472,7.80,3.70,5.00,4.50,3.00,3.16,High,19.00
1473,9.50,0.60,5.50,2.50,5.90,3.44,High,18.50
1474,7.60,0.60,5.00,4.90,5.90,3.29,High,19.00
1475,5.40,2.50,9.60,1.30,5.20,2.69,Low,14.40
1476,8.00,0.70,8.70,1.80,4.80,3.25,Moderate,15.30
1477,7.30,2.40,5.90,4.40,4.00,3.30,High,18.10
1478,5.80,2.80,5.60,2.60,7.20,2.62,High,18.40
1479,6.20,3.00,6.30,5.30,3.20,2.91,Moderate,17.70
1480,8.10,0.40,7.00,4.30,4.20,3.24,High,17.00
1481,8.30,2.50,6.40,2.30,4.50,3.31,High,17.60
1482,7.50,2.80,6.20,1.90,5.60,3.02,Moderate,17.80
1483,6.70,0.10,6.70,4.80,5.70,3.01,Moderate,17.30
1484,7.30,0.10,9.40,0.10,7.10,3.29,Moderate,14.60
1485,9.70,2.00,6.70,5.20,0.40,3.47,High,17.30
1486,7.70,0.90,7.10,3.90,4.40,3.08,Moderate,16.90
1487,8.60,0.00,9.70,0.90,4.80,3.14,High,14.30
1488,5.20,0.50,9.90,1.90,6.50,2.61,Low,14.10
1489,5.60,0.40,8.60,5.10,4.30,2.81,Low,15.40
1490,6.10,2.10,6.30,5.60,3.90,2.73,Moderate,17.70
1491,9.50,2.30,6.80,2.10,3.30,3.74,High,17.20
1492,7.30,3.40,9.70,1.20,2.40,2.97,Moderate,14.30
1493,7.80,0.40,6.00,2.50,7.30,3.24,Moderate,18.00
1494,5.80,1.80,8.00,4.20,4.20,2.82,Low,16.00
1495,6.90,3.50,7.80,2.50,3.30,3.02,Moderate,16.20
1496,9.10,2.50,9.20,1.60,1.60,3.22,High,14.80
1497,5.60,0.10,6.50,4.20,7.60,2.71,Low,17.50
1498,7.50,1.70,7.10,1.40,6.30,3.32,Moderate,16.90
1499,5.70,0.80,5.30,1.20,11.00,2.74,High,18.70
1500,6.80,0.00,9.20,0.20,7.80,2.80,Moderate,14.80
1501,9.70,3.60,7.70,1.60,1.40,3.22,High,16.30
1502,8.20,0.20,5.30,2.70,7.60,3.55,High,18.70
1503,7.70,3.60,5.50,4.90,2.30,3.06,High,18.50
1504,6.60,1.60,5.80,3.00,7.00,2.73,High,18.20
1505,9.00,1.80,7.50,4.80,0.90,3.33,High,16.50
1506,6.30,3.50,7.90,1.30,5.00,3.32,Moderate,16.10
1507,6.30,3.20,5.20,6.00,3.30,3.00,High,18.80
1508,7.00,2.00,9.40,2.30,3.30,2.98,Moderate,14.60
1509,7.70,0.20,5.00,1.50,9.60,3.00,High,19.00
1510,5.60,1.60,8.20,4.30,4.30,2.91,Low,15.80
1511,5.90,0.30,9.70,1.60,6.50,2.76,Low,14.30
1512,9.10,3.10,8.00,1.30,2.50,3.46,High,16.00
1513,6.30,0.50,7.50,3.50,6.20,2.87,Moderate,16.50
1514,6.80,2.60,9.50,0.80,4.30,2.58,Moderate,14.50
1515,6.90,0.60,8.10,4.40,4.00,3.00,Moderate,15.90
1516,9.80,0.30,8.00,0.30,5.60,3.53,High,16.00
1517,9.50,2.10,8.30,3.40,0.70,3.35,High,15.70
1518,5.60,1.90,8.00,0.20,8.30,2.99,Low,16.00
1519,6.40,0.10,7.10,5.40,5.00,2.72,Moderate,16.90
1520,9.60,3.00,8.70,1.90,0.80,3.45,High,15.30
1521,6.00,0.80,8.40,1.30,7.50,3.19,Moderate,15.60
1522,8.90,1.80,9.00,3.60,0.70,3.27,High,15.00
1523,8.30,0.90,6.40,1.90,6.50,3.18,High,17.60
1524,6.00,1.80,9.50,0.60,6.10,2.78,Moderate,14.50
1525,8.60,2.70,5.50,5.50,1.70,2.90,High,18.50
1526,8.80,1.00,8.50,0.20,5.50,3.52,High,15.50
1527,9.20,1.80,8.20,1.10,3.70,3.60,High,15.80
1528,7.40,2.50,7.30,5.40,1.40,3.25,Moderate,16.70
1529,7.50,3.40,9.00,1.70,2.40,3.03,Moderate,15.00
1530,9.10,0.90,7.60,4.80,1.60,3.08,High,16.40
1531,6.80,2.60,6.20,0.70,7.70,3.00,Moderate,17.80
1532,6.40,3.40,6.70,5.80,1.70,2.98,Moderate,17.30
1533,9.90,1.10,5.20,4.20,3.60,3.30,High,18.80
1534,8.50,0.10,9.40,0.80,5.20,3.25,High,14.60
1535,5.60,0.70,9.80,4.20,3.70,2.75,Low,14.20
1536,6.70,0.90,7.40,3.30,5.70,3.26,Moderate,16.60
1537,8.20,1.00,9.70,0.90,4.20,2.81,High,14.30
1538,7.20,2.30,7.20,2.50,4.80,3.03,Moderate,16.80
1539,8.70,2.70,9.20,0.80,2.60,3.58,High,14.80
1540,6.80,1.90,6.60,0.90,7.80,3.38,Moderate,17.40
1541,6.10,0.40,8.40,4.00,5.10,2.88,Moderate,15.60
1542,7.90,3.90,7.70,4.10,0.40,3.40,Moderate,16.30
1543,5.40,0.80,7.20,3.50,7.10,2.71,Low,16.80
1544,9.00,2.40,6.00,3.00,3.60,3.32,High,18.00
1545,8.70,3.10,7.50,1.40,3.30,2.99,High,16.50
1546,8.70,1.00,5.90,3.20,5.20,3.17,High,18.10
1547,6.40,2.50,5.60,3.90,5.60,2.89,High,18.40
1548,8.90,2.40,9.90,1.00,1.80,3.44,High,14.10
1549,8.40,0.30,7.00,5.80,2.50,2.90,High,17.00
1550,5.60,2.80,8.20,2.20,5.20,2.91,Low,15.80
1551,9.80,0.10,6.50,5.50,2.10,3.24,High,17.50
1552,7.70,3.30,5.50,5.70,1.80,2.99,High,18.50
1553,9.00,0.70,8.60,2.20,3.50,3.62,High,15.40
1554,9.80,0.50,7.10,2.90,3.70,3.38,High,16.90
1555,6.90,1.50,5.30,4.10,6.20,2.77,High,18.70
1556,9.10,3.20,7.40,1.30,3.00,3.31,High,16.60
1557,8.20,1.20,6.20,4.40,4.00,3.08,High,17.80
1558,6.20,3.70,7.60,2.20,4.30,2.84,Moderate,16.40
1559,9.40,1.60,6.70,1.20,5.10,3.11,High,17.30
1560,8.40,1.20,7.90,0.40,6.10,3.06,High,16.10
1561,6.00,1.60,9.70,2.30,4.40,2.66,Moderate,14.30
1562,5.60,0.20,6.50,0.90,10.80,3.00,Low,17.50
1563,5.90,3.00,5.10,3.30,6.70,2.91,High,18.90
1564,7.80,1.30,6.50,4.40,4.00,2.69,Moderate,17.50
1565,9.40,0.80,5.50,5.40,2.90,3.55,High,18.50
1566,6.80,0.50,7.90,3.20,5.60,2.61,Moderate,16.10
1567,6.00,1.80,9.00,3.50,3.70,2.92,Moderate,15.00
1568,8.50,3.20,8.10,0.60,3.60,3.09,High,15.90
1569,8.60,2.70,5.10,2.50,5.10,3.54,High,18.90
1570,6.10,2.40,9.60,4.70,1.20,2.67,Moderate,14.40
1571,9.60,3.90,5.10,3.40,2.00,3.65,High,18.90
1572,6.30,3.90,8.10,4.50,1.20,2.89,Moderate,15.90
1573,5.40,0.70,8.80,0.10,9.00,2.57,Low,15.20
1574,8.10,2.80,6.70,0.60,5.80,3.50,High,17.30
1575,5.30,2.40,7.60,4.50,4.20,2.25,Low,16.40
1576,7.00,0.10,6.70,5.90,4.30,3.12,Moderate,17.30
1577,9.40,1.30,7.90,4.60,0.80,3.34,High,16.10
1578,5.40,2.00,9.80,4.20,2.60,2.80,Low,14.20
1579,5.40,0.80,8.90,5.00,3.90,3.12,Low,15.10
1580,5.10,3.30,8.90,1.60,5.10,3.02,Low,15.10
1581,8.50,0.90,5.20,1.20,8.20,3.17,High,18.80
1582,7.10,2.00,7.40,1.60,5.90,2.86,Moderate,16.60
1583,5.10,2.40,7.00,1.80,7.70,2.84,Low,17.00
1584,9.30,2.00,5.70,4.20,2.80,3.51,High,18.30
1585,6.00,1.80,5.30,5.00,5.90,2.88,High,18.70
1586,8.70,2.50,9.00,1.60,2.20,3.53,High,15.00
1587,8.90,1.80,9.70,1.80,1.80,3.63,High,14.30
1588,9.10,2.20,5.90,2.80,4.00,3.33,High,18.10
1589,9.80,3.00,9.10,0.10,2.00,3.90,High,14.90
1590,9.20,0.20,9.30,2.90,2.40,3.29,High,14.70
1591,6.00,1.30,6.40,3.20,7.10,2.84,Moderate,17.60
1592,6.20,1.80,7.60,4.60,3.80,2.98,Moderate,16.40
1593,7.20,3.20,8.10,0.60,4.90,3.04,Moderate,15.90
1594,7.00,3.00,7.90,2.30,3.80,2.81,Moderate,16.10
1595,5.90,0.90,7.90,2.50,6.80,2.63,Low,16.10
1596,8.30,3.40,6.30,2.90,3.10,3.26,High,17.70
1597,9.90,1.30,8.00,0.40,4.40,3.33,High,16.00
1598,9.80,2.90,8.90,1.70,0.70,3.51,High,15.10
1599,7.90,1.80,9.30,4.80,0.20,3.34,Moderate,14.70
1600,7.90,2.20,7.30,1.30,5.30,3.18,Moderate,16.70
1601,5.00,1.00,7.50,2.30,8.20,2.82,Low,16.50
1602,6.80,1.80,5.70,0.30,9.40,3.01,High,18.30
1603,8.90,2.30,8.80,0.60,3.40,3.02,High,15.20
1604,6.10,0.00,5.70,1.90,10.30,3.01,High,18.30
1605,5.60,3.90,6.50,0.80,7.20,2.92,Low,17.50
1606,5.30,3.40,9.80,1.40,4.10,2.53,Low,14.20
1607,7.30,0.10,8.20,2.50,5.90,2.92,Moderate,15.80
1608,8.30,1.70,5.90,4.10,4.00,3.11,High,18.10
1609,7.80,3.40,5.60,4.70,2.50,3.02,High,18.40
1610,8.50,1.80,9.70,0.60,3.40,3.34,High,14.30
1611,8.20,1.50,9.80,1.50,3.00,3.40,High,14.20
1612,10.00,1.00,7.20,3.00,2.80,3.37,High,16.80
1613,6.50,0.10,6.10,1.70,9.60,2.72,Moderate,17.90
1614,9.40,2.80,5.40,3.90,2.50,3.37,High,18.60
1615,8.30,3.80,5.00,1.50,5.40,3.43,High,19.00
1616,5.50,2.10,6.20,1.10,9.10,2.98,Low,17.80
1617,9.10,0.50,7.30,5.60,1.50,3.37,High,16.70
1618,5.90,1.30,7.10,1.90,7.80,2.91,Low,16.90
1619,6.40,3.90,5.80,4.40,3.50,2.91,High,18.20
1620,5.90,2.60,8.60,4.10,2.80,2.98,Low,15.40
1621,6.60,1.00,9.80,5.50,1.10,3.23,Moderate,14.20
1622,7.30,1.70,5.80,2.60,6.60,3.07,High,18.20
1623,7.70,0.10,7.20,4.70,4.30,3.37,Moderate,16.80
1624,9.50,0.10,7.80,4.70,1.90,3.71,High,16.20
1625,7.70,1.30,5.70,5.30,4.00,3.36,High,18.30
1626,7.90,2.70,9.00,2.90,1.50,3.17,Moderate,15.00
1627,7.00,2.10,9.00,2.20,3.70,2.89,Moderate,15.00
1628,9.60,0.40,8.20,2.40,3.40,3.40,High,15.80
1629,7.00,2.70,5.30,3.60,5.40,3.17,High,18.70
1630,5.90,3.60,8.30,5.30,0.90,2.99,Low,15.70
1631,7.40,2.20,9.60,4.30,0.50,2.77,Moderate,14.40
1632,7.00,1.60,6.40,1.60,7.40,2.97,Moderate,17.60
1633,9.30,0.30,8.40,1.00,5.00,3.29,High,15.60
1634,6.30,3.10,9.40,1.20,4.00,2.91,Moderate,14.60
1635,7.30,1.90,9.40,4.10,1.30,3.51,Moderate,14.60
1636,9.20,0.00,7.00,5.40,2.40,3.41,High,17.00
1637,8.70,2.20,7.60,1.90,3.60,3.73,High,16.40
1638,7.10,2.90,9.30,0.70,4.00,3.12,Moderate,14.70
1639,7.30,1.60,8.40,1.50,5.20,3.27,Moderate,15.60
1640,7.10,3.60,10.00,0.40,2.90,3.13,Moderate,14.00
1641,6.20,3.80,9.80,0.40,3.80,3.17,Moderate,14.20
1642,5.10,2.40,6.40,5.20,4.90,2.77,Low,17.60
1643,6.40,2.70,8.40,1.30,5.20,2.94,Moderate,15.60
1644,6.40,3.20,9.00,2.50,2.90,2.87,Moderate,15.00
1645,8.00,2.40,9.10,1.90,2.60,3.01,Moderate,14.90
1646,7.70,1.80,7.20,0.50,6.80,2.97,Moderate,16.80
1647,8.60,0.90,6.00,2.50,6.00,3.38,High,18.00
1648,6.90,1.80,7.70,1.20,6.40,2.75,Moderate,16.30
1649,5.80,3.50,7.20,2.50,5.00,2.87,Low,16.80
1650,7.80,2.20,8.50,1.00,4.50,3.06,Moderate,15.50
1651,6.30,3.20,9.70,0.70,4.10,2.65,Moderate,14.30
1652,5.30,1.30,5.70,4.30,7.40,2.79,High,18.30
